subj_idx,go,s,c,r,rt
8,0,2,0,1,NaN
8,0,2,0,1,NaN
8,0,2,0,1,NaN
8,0,2,0,0,NaN
9,1,1,1,1,1.364
9,1,1,1,1,0.44083
9,1,1,0,1,NaN
9,1,1,0,0,NaN
9,1,1,0,0,NaN
9,1,1,1,0,0.52081
9,1,1,1,1,0.88264
9,1,1,1,1,0.53452
9,1,1,1,1,0.90954
9,1,1,1,1,0.96294
9,1,1,1,1,1.0566
9,1,1,1,1,1.7395
9,1,1,1,1,0.82907
9,1,1,1,1,0.46761
9,1,1,1,0,0.56133
9,1,1,1,1,0.90946
9,1,1,1,1,1.2441
9,1,1,1,1,0.54784
9,1,1,1,0,1.5655
9,1,1,1,1,1.1504
9,1,1,1,1,1.0031
9,1,1,1,1,0.56117
9,1,1,1,1,1.3646
9,1,1,1,0,0.88262
9,1,1,1,1,1.1102
9,1,1,1,1,0.76202
9,1,1,1,0,0.72184
9,1,1,1,1,0.37373
9,1,1,1,1,0.97634
9,1,1,1,1,0.49434
9,1,1,1,0,1.6458
9,1,1,1,1,1.0165
9,1,1,1,1,0.96293
9,1,1,1,1,0.45421
9,1,1,1,1,0.84249
9,1,1,1,0,0.57462
9,1,1,1,1,1.0968
9,1,1,1,1,0.49434
9,1,1,1,1,0.5078
9,1,1,1,1,0.82916
9,1,1,1,1,1.5119
9,1,1,1,1,0.73536
9,1,1,1,1,0.64163
9,1,1,1,0,0.54796
9,1,1,1,0,0.481
9,1,1,1,1,0.58811
9,1,1,1,1,0.41401
9,1,1,1,1,0.48097
9,1,1,1,1,0.82898
9,1,1,1,1,0.8692
9,1,1,1,1,0.33371
9,1,1,1,1,0.72199
9,1,1,0,0,NaN
9,1,1,1,1,1.137
9,1,1,1,0,0.54793
9,1,1,1,1,0.44086
9,1,1,1,1,1.1638
9,1,1,1,1,0.44084
9,1,1,1,1,0.34706
9,1,1,1,0,0.53455
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,1,NaN
9,0,2,0,0,NaN
9,0,2,0,1,NaN
10,1,1,1,1,1.7656
10,1,1,1,1,0.30697
10,1,1,1,1,0.45423
10,1,1,1,0,0.36049
10,1,1,1,0,0.5077
10,1,1,1,1,0.49436
10,1,1,1,1,0.42743
10,1,1,1,1,0.44081
10,1,1,1,1,0.52113
10,1,1,0,0,NaN
10,1,1,1,1,0.4274
10,1,1,1,1,0.49433
10,1,1,1,1,0.42736
10,1,1,1,1,0.53448
10,1,1,1,0,0.46751
10,1,1,1,1,0.48084
10,1,1,1,1,0.38709
10,1,1,1,1,0.50789
10,1,1,1,0,0.34695
10,1,1,1,1,0.60141
10,1,1,1,1,0.38723
10,1,1,1,1,0.45419
10,1,1,1,0,0.4006
10,1,1,1,1,0.40061
10,1,1,1,1,0.46755
10,1,1,1,1,0.40061
10,1,1,1,1,0.54792
10,1,1,1,0,0.42742
10,1,1,1,1,0.46756
10,1,1,1,1,0.45417
10,1,1,1,1,0.62821
10,1,1,1,0,0.44078
10,1,1,1,1,0.46758
10,1,1,1,1,0.40062
10,1,1,1,0,0.5211
10,1,1,1,1,0.45428
10,1,1,1,1,0.62822
10,1,1,1,1,0.46756
10,1,1,1,1,0.66838
10,1,1,1,1,0.56128
10,1,1,1,1,0.48092
10,1,1,1,1,0.45414
10,1,1,1,0,0.58804
10,1,1,1,1,0.3877
10,1,1,1,0,0.53499
10,1,1,1,1,0.45428
10,1,1,1,1,0.58805
10,1,1,1,1,0.48095
10,1,1,1,1,0.4274
10,1,1,1,1,0.46759
10,1,1,1,1,0.45421
10,1,1,1,1,0.38726
10,1,1,1,1,0.42738
10,1,1,1,1,0.40065
10,1,1,1,1,0.3872
10,1,1,1,0,0.54779
10,1,1,1,1,0.50771
10,1,1,1,1,0.46756
10,1,1,1,0,0.42779
10,1,1,1,1,0.50773
10,0,2,1,0,0.74872
10,0,2,0,1,NaN
10,0,2,1,1,1.3913
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,1,0,1.0165
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
10,0,2,1,0,0.76208
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,1,NaN
10,0,2,0,0,NaN
11,1,1,1,1,1.2173
11,1,1,1,1,1.7796
11,1,1,0,0,NaN
11,1,1,1,0,1.1905
11,1,1,0,0,NaN
11,1,1,1,0,1.0567
11,1,1,0,0,NaN
11,1,1,0,0,NaN
11,1,1,1,1,0.90946
11,1,1,1,1,1.3111
11,1,1,1,1,1.0161
11,1,1,1,1,1.3914
11,1,1,1,1,0.94957
11,1,1,0,0,NaN
11,1,1,1,0,1.0299
11,1,1,1,1,1.2173
11,1,1,1,1,1.2843
11,1,1,1,1,1.4582
11,1,1,1,1,1.619
11,1,1,0,1,NaN
11,1,1,1,1,1.1236
11,1,1,0,0,NaN
11,1,1,0,0,NaN
11,1,1,1,0,0.78888
11,1,1,1,1,1.0701
11,1,1,1,1,1.4985
11,1,1,1,1,1.137
11,1,1,1,0,0.58807
11,1,1,1,1,0.78888
11,1,1,1,1,0.74879
11,1,1,1,1,0.81573
11,1,1,1,0,0.62821
11,1,1,1,1,0.86926
11,1,1,1,1,0.90948
11,1,1,1,0,0.56114
11,1,1,1,1,0.61485
11,1,1,1,1,1.3245
11,1,1,0,0,NaN
11,1,1,1,1,0.38726
11,1,1,1,1,0.30699
11,1,1,1,1,0.7886
11,1,1,1,1,0.68183
11,1,1,1,0,0.84245
11,1,1,1,1,0.53458
11,1,1,1,0,1.1772
11,1,1,1,1,0.65508
11,1,1,1,1,0.94957
11,1,1,1,1,0.64168
11,1,1,1,1,0.36053
11,1,1,1,1,1.0567
11,1,1,1,1,0.76218
11,1,1,1,1,0.19976
11,1,1,1,1,0.3206
11,1,1,1,1,0.73539
11,1,1,1,1,0.50777
11,1,1,1,0,0.70862
11,1,1,1,1,0.56128
11,1,1,1,1,0.76218
11,1,1,1,0,1.3111
11,1,1,1,1,1.0031
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,0,NaN
11,0,2,1,0,0.73537
11,0,2,1,0,0.88264
11,0,2,1,0,1.1771
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,0,NaN
11,0,2,1,0,0.60143
11,0,2,0,1,NaN
11,0,2,1,0,1.2843
11,0,2,1,1,1.3646
11,0,2,1,0,1.1504
11,0,2,1,0,1.0968
11,0,2,1,0,1.204
11,0,2,1,0,0.86925
11,0,2,1,0,1.0967
11,0,2,1,1,1.3111
11,0,2,1,0,1.2441
11,0,2,1,0,0.90935
11,0,2,1,0,0.90944
11,0,2,1,0,0.46758
11,0,2,1,0,0.5747
11,0,2,1,0,0.80225
11,0,2,0,0,NaN
11,0,2,0,0,NaN
11,0,2,1,0,1.0031
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,0,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,1,1,0.70842
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,0,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,0,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,0,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,1,NaN
11,0,2,0,0,NaN
12,1,1,1,1,0.86923
12,1,1,1,1,0.42725
12,1,1,1,1,0.34706
12,1,1,1,0,0.3738
12,1,1,1,0,0.34688
12,1,1,0,0,NaN
12,1,1,1,1,0.97653
12,1,1,1,1,1.4984
12,1,1,1,1,1.8868
12,1,1,0,0,NaN
12,1,1,1,1,1.3246
12,1,1,1,1,0.66836
12,1,1,1,1,0.30694
12,1,1,1,1,0.9099
12,1,1,1,1,0.29351
12,1,1,1,0,0.30686
12,1,1,1,1,0.28007
12,1,1,1,1,0.28013
12,1,1,1,0,0.30694
12,1,1,1,1,0.38722
12,1,1,1,1,0.29354
12,1,1,1,1,0.94957
12,1,1,1,0,0.26665
12,1,1,1,1,0.27994
12,1,1,1,1,0.2801
12,1,1,1,1,0.30675
12,1,1,1,0,0.23984
12,1,1,1,1,0.36048
12,1,1,1,1,0.32035
12,1,1,1,1,0.2935
12,1,1,1,0,0.29336
12,1,1,1,1,0.11943
12,1,1,1,1,0.48077
12,1,1,1,1,0.29349
12,1,1,1,1,0.22658
12,1,1,1,0,0.21321
12,1,1,1,1,0.29352
12,1,1,1,1,1.0434
12,1,1,1,1,0.42731
12,1,1,1,1,0.27988
12,1,1,1,1,0.29347
12,1,1,1,1,0.25338
12,1,1,1,0,0.24
12,1,1,1,1,0.81566
12,1,1,1,0,0.33363
12,1,1,1,1,0.58786
12,1,1,1,1,0.22655
12,1,1,1,1,0.26667
12,1,1,1,1,0.23981
12,1,1,1,1,0.25334
12,1,1,1,1,0.2801
12,1,1,1,1,0.26668
12,1,1,1,1,0.23995
12,1,1,1,1,0.26678
12,1,1,1,0,0.54774
12,1,1,1,1,0.26661
12,1,1,1,1,0.30687
12,1,1,1,1,0.23999
12,1,1,1,1,0.52113
12,1,1,1,0,0.2667
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,1,0,1.0431
12,0,2,0,0,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,0,NaN
12,0,2,1,0,0.44078
12,0,2,1,0,0.92272
12,0,2,1,0,1.4045
12,0,2,0,1,NaN
12,0,2,0,0,NaN
12,0,2,1,0,0.25333
12,0,2,1,0,0.25317
12,0,2,1,0,0.29352
12,0,2,1,0,0.28011
12,0,2,1,0,0.50772
12,0,2,1,1,0.28013
12,0,2,1,0,0.89598
12,0,2,1,0,0.30691
12,0,2,1,0,0.1329
12,0,2,1,0,0.40065
12,0,2,0,0,NaN
12,0,2,0,1,NaN
12,0,2,0,0,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,0,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,0,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,0,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,0,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,0,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,1,NaN
12,0,2,0,0,NaN
13,1,1,0,0,NaN
13,1,1,1,1,1.8198
13,1,1,1,1,0.85566
13,1,1,1,0,1.2039
13,1,1,1,1,0.46762
13,1,1,1,0,1.0567
13,1,1,1,1,0.37391
13,1,1,1,1,0.36052
13,1,1,1,1,0.38728
13,1,1,1,1,0.4005
13,1,1,1,1,0.36045
13,1,1,1,1,0.77555
13,1,1,1,1,1.07
13,1,1,1,1,0.45445
13,1,1,1,1,0.52106
13,1,1,1,0,0.8157
13,1,1,1,1,0.62831
13,1,1,1,1,0.58812
13,1,1,1,0,0.84251
13,1,1,1,1,0.68184
13,1,1,1,1,0.94955
13,1,1,1,1,0.54793
13,1,1,1,1,0.42744
13,1,1,1,0,0.5345
13,1,1,1,1,0.70863
13,1,1,1,1,0.44091
13,1,1,1,1,0.92264
13,1,1,1,0,0.77559
13,1,1,1,1,0.58807
13,1,1,1,1,0.56129
13,1,1,1,0,0.38726
13,1,1,1,1,0.7354
13,1,1,1,1,0.73535
13,1,1,1,1,0.53456
13,1,1,1,1,1.2173
13,1,1,1,0,0.64167
13,1,1,1,1,0.46762
13,1,1,1,1,0.41404
13,1,1,1,1,0.49439
13,1,1,1,1,0.38727
13,1,1,1,1,0.45439
13,1,1,1,1,0.70856
13,1,1,1,0,1.3912
13,1,1,1,1,0.89601
13,1,1,1,0,0.44081
13,1,1,1,1,0.45423
13,1,1,1,1,0.62824
13,1,1,1,1,0.56141
13,1,1,1,1,0.32077
13,1,1,1,1,0.40068
13,1,1,1,1,0.33393
13,1,1,1,1,0.36048
13,1,1,1,1,0.77578
13,1,1,1,1,0.49441
13,1,1,1,1,0.50779
13,1,1,1,0,0.34697
13,1,1,1,1,0.42743
13,1,1,1,1,0.57468
13,1,1,1,1,0.42746
13,1,1,1,0,0.52094
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,1,NaN
13,0,2,0,0,NaN
14,1,1,0,0,NaN
14,1,1,1,1,0.36051
14,1,1,0,1,NaN
14,1,1,1,1,1.8729
14,1,1,1,0,1.6859
14,1,1,0,0,NaN
14,1,1,1,1,1.8332
14,1,1,1,1,1.0434
14,1,1,1,1,1.2709
14,1,1,1,1,1.3244
14,1,1,1,1,0.62828
14,1,1,1,1,1.686
14,1,1,1,1,0.42727
14,1,1,1,1,0.81574
14,1,1,1,0,0.32016
14,1,1,0,0,NaN
14,1,1,0,0,NaN
14,1,1,1,1,0.80235
14,1,1,0,1,NaN
14,1,1,0,0,NaN
14,1,1,1,1,0.97637
14,1,1,0,0,NaN
14,1,1,1,0,1.1236
14,1,1,0,0,NaN
14,1,1,0,0,NaN
14,1,1,0,0,NaN
14,1,1,1,1,0.45417
14,1,1,0,1,NaN
14,1,1,0,0,NaN
14,1,1,1,1,0.94956
14,1,1,0,0,NaN
14,1,1,1,0,1.6458
14,1,1,0,0,NaN
14,1,1,1,1,0.22661
14,1,1,0,1,NaN
14,1,1,0,0,NaN
14,1,1,0,0,NaN
14,1,1,0,0,NaN
14,1,1,1,1,1.967
14,1,1,0,0,NaN
14,1,1,1,1,1.86
14,1,1,0,0,NaN
14,1,1,0,1,NaN
14,1,1,0,0,NaN
14,1,1,1,1,1.5387
14,1,1,1,0,0.34708
14,1,1,0,0,NaN
14,1,1,1,1,0.58817
14,1,1,0,0,NaN
14,1,1,1,1,0.37384
14,1,1,0,0,NaN
14,1,1,1,1,0.97636
14,1,1,1,1,0.98974
14,1,1,0,0,NaN
14,1,1,1,1,1.4851
14,1,1,0,1,NaN
14,1,1,1,1,0.50776
14,1,1,1,1,1.2709
14,1,1,0,1,NaN
14,1,1,1,1,1.0165
14,0,2,1,0,1.7929
14,0,2,0,1,NaN
14,0,2,1,0,1.5117
14,0,2,0,0,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,0,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,0,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,0,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,0,NaN
14,0,2,1,0,1.7262
14,0,2,1,1,1.03
14,0,2,1,0,1.6591
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,0,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,0,NaN
14,0,2,1,0,0.29347
14,0,2,0,1,NaN
14,0,2,1,0,1.5252
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,0,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,0,NaN
14,0,2,1,0,0.34687
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,0,0,NaN
14,0,2,0,1,NaN
14,0,2,0,1,NaN
14,0,2,1,0,1.7261
14,0,2,0,1,NaN
14,0,2,1,0,0.1328
14,0,2,0,0,NaN
15,1,1,1,1,1.0165
15,1,1,0,0,NaN
15,1,1,1,1,1.8065
15,1,1,1,0,0.7621
15,1,1,0,1,NaN
15,1,1,0,0,NaN
15,1,1,0,0,NaN
15,1,1,0,0,NaN
15,1,1,1,1,1.4985
15,1,1,1,1,0.963
15,1,1,1,1,1.4316
15,1,1,1,1,1.1236
15,1,1,1,1,0.896
15,1,1,1,1,0.81568
15,1,1,1,1,0.61482
15,1,1,1,0,0.97637
15,1,1,1,1,0.81573
15,1,1,1,1,0.94949
15,1,1,1,1,0.97639
15,1,1,1,0,1.0299
15,1,1,1,1,0.94959
15,1,1,1,1,1.0031
15,1,1,1,0,1.1504
15,1,1,1,1,0.69559
15,1,1,1,1,0.89604
15,1,1,1,1,0.85587
15,1,1,1,0,0.60146
15,1,1,1,1,0.6282
15,1,1,1,1,1.0835
15,1,1,1,1,0.81565
15,1,1,1,1,1.3111
15,1,1,1,0,1.5387
15,1,1,1,1,0.69517
15,1,1,1,1,0.74911
15,1,1,1,1,0.50781
15,1,1,1,0,0.88259
15,1,1,1,1,1.137
15,1,1,1,1,0.89598
15,1,1,1,1,0.90944
15,1,1,1,1,0.86922
15,1,1,1,1,1.07
15,1,1,1,1,0.74877
15,1,1,1,1,1.378
15,1,1,1,0,0.33369
15,1,1,1,1,0.54794
15,1,1,1,0,1.5922
15,1,1,1,1,0.44081
15,1,1,1,1,0.41397
15,1,1,1,1,1.2441
15,1,1,1,1,0.90942
15,1,1,1,1,1.1107
15,1,1,1,1,0.60134
15,1,1,1,1,1.1772
15,1,1,1,1,0.9896
15,1,1,1,0,1.2575
15,1,1,1,1,0.32017
15,1,1,1,1,0.44082
15,1,1,1,1,0.34703
15,1,1,1,1,0.30695
15,1,1,1,0,0.93617
15,0,2,1,0,1.2971
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,1,NaN
15,0,2,0,0,NaN
16,1,1,1,1,1.297
16,1,1,1,1,0.41462
16,1,1,1,0,0.32035
16,1,1,1,1,0.29348
16,1,1,1,0,0.3337
16,1,1,1,1,0.52111
16,1,1,1,1,0.38723
16,1,1,1,1,0.40061
16,1,1,1,1,0.37391
16,1,1,1,1,0.72197
16,1,1,1,1,0.53453
16,1,1,1,1,0.37382
16,1,1,1,1,0.40043
16,1,1,1,1,0.36053
16,1,1,1,0,0.40062
16,1,1,1,1,1.2976
16,1,1,1,1,0.45422
16,1,1,1,1,0.34713
16,1,1,1,0,0.42745
16,1,1,1,1,0.38723
16,1,1,1,1,0.40067
16,1,1,1,1,0.33369
16,1,1,1,1,0.30696
16,1,1,1,0,0.2935
16,1,1,1,1,0.36049
16,1,1,1,1,0.36046
16,1,1,1,1,0.45421
16,1,1,1,0,0.33368
16,1,1,1,1,0.30697
16,1,1,1,1,0.37373
16,1,1,1,0,0.36053
16,1,1,1,1,0.42739
16,1,1,1,1,0.32072
16,1,1,1,1,0.3201
16,1,1,1,0,0.53456
16,1,1,1,1,0.414
16,1,1,1,1,0.6015
16,1,1,1,1,0.33365
16,1,1,1,1,0.50774
16,1,1,1,1,0.28005
16,1,1,1,1,0.3203
16,1,1,1,1,0.32034
16,1,1,1,1,0.30695
16,1,1,1,0,0.30694
16,1,1,1,0,0.32027
16,1,1,1,1,0.2802
16,1,1,1,1,0.33373
16,1,1,1,1,0.36044
16,1,1,1,1,0.33374
16,1,1,1,1,0.58813
16,1,1,1,1,0.45416
16,1,1,1,1,0.52105
16,1,1,1,1,0.58802
16,1,1,1,1,0.34712
16,1,1,1,0,0.84251
16,1,1,1,1,0.34707
16,1,1,1,1,0.89604
16,1,1,1,1,0.29353
16,1,1,1,0,0.32028
16,1,1,1,1,0.30697
16,0,2,1,0,0.72197
16,0,2,1,0,0.42743
16,0,2,0,1,NaN
16,0,2,1,1,0.84234
16,0,2,0,1,NaN
16,0,2,1,0,0.46754
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,1,0,0.94963
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,1,0,1.0701
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,1,NaN
16,0,2,0,0,NaN
17,1,1,1,1,0.7621
