subj_idx,go,s,c,r,rt
17,1,1,1,1,0.60154
17,1,1,1,1,0.46752
17,1,1,1,0,0.17308
17,1,1,1,0,0.34739
17,1,1,1,1,0.33376
17,1,1,1,1,0.30693
17,1,1,0,0,NaN
17,1,1,1,1,0.60145
17,1,1,1,1,1.8466
17,1,1,1,1,0.92272
17,1,1,1,1,0.30693
17,1,1,1,1,0.30695
17,1,1,1,1,0.73541
17,1,1,1,1,0.30692
17,1,1,1,0,0.34688
17,1,1,1,1,0.50773
17,1,1,1,1,0.26655
17,1,1,1,1,1.4182
17,1,1,1,0,0.23988
17,1,1,1,1,0.61488
17,1,1,1,1,0.2801
17,1,1,1,0,0.26694
17,1,1,1,1,0.37385
17,1,1,1,1,0.32038
17,1,1,1,1,0.29352
17,1,1,1,1,0.96295
17,1,1,1,0,0.3069
17,1,1,1,1,0.70844
17,1,1,1,1,0.30693
17,1,1,1,1,0.34693
17,1,1,1,0,1.9805
17,1,1,1,1,0.69523
17,1,1,1,1,0.33375
17,1,1,1,1,0.32069
17,1,1,1,0,0.4274
17,1,1,1,1,0.94933
17,1,1,1,1,0.34705
17,1,1,1,1,1.1504
17,1,1,1,1,0.77554
17,1,1,1,1,0.74876
17,1,1,1,1,0.36043
17,1,1,1,1,0.66843
17,1,1,1,0,0.45394
17,1,1,1,0,1.3779
17,1,1,1,1,0.28001
17,1,1,1,1,0.3069
17,1,1,1,1,0.40044
17,1,1,1,1,0.61485
17,1,1,1,1,0.68179
17,1,1,1,1,0.29353
17,1,1,1,1,0.29351
17,1,1,1,1,0.27982
17,1,1,1,1,0.40069
17,1,1,1,1,0.56124
17,1,1,1,0,0.78893
17,1,1,1,1,0.90939
17,1,1,1,1,0.27991
17,1,1,1,1,0.49443
17,1,1,1,0,0.52119
17,0,2,1,0,1.0694
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,1,0,1.4316
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,1,NaN
17,0,2,0,0,NaN
18,1,1,0,0,NaN
18,1,1,1,1,0.54787
18,1,1,1,1,0.48103
18,1,1,1,0,0.66838
18,1,1,1,1,0.44082
18,1,1,1,0,0.37379
18,1,1,1,1,0.34712
18,1,1,1,1,0.42737
18,1,1,1,1,0.41416
18,1,1,1,1,0.38728
18,1,1,1,1,0.68182
18,1,1,1,1,0.37435
18,1,1,1,1,0.30696
18,1,1,1,1,0.28012
18,1,1,1,0,0.32034
18,1,1,1,1,0.30672
18,1,1,1,1,0.50777
18,1,1,1,1,0.29339
18,1,1,1,1,0.44085
18,1,1,1,0,0.28014
18,1,1,1,1,0.2802
18,1,1,1,1,0.29356
18,1,1,1,1,0.62827
18,1,1,1,0,0.26677
18,1,1,1,1,0.38727
18,1,1,1,1,0.53457
18,1,1,1,1,0.50767
18,1,1,1,0,0.29348
18,1,1,1,1,0.34708
18,1,1,1,1,1.0032
18,1,1,1,0,0.58787
18,1,1,1,1,0.86924
18,1,1,1,1,0.8425
18,1,1,1,1,0.30675
18,1,1,1,1,0.25366
18,1,1,1,0,0.26675
18,1,1,1,1,0.28018
18,1,1,1,1,0.30655
18,1,1,1,1,0.30704
18,1,1,1,1,0.85604
18,1,1,1,1,0.73542
18,1,1,1,1,0.30696
18,1,1,1,0,0.32031
18,1,1,1,1,0.29349
18,1,1,1,1,0.61486
18,1,1,1,0,0.25341
18,1,1,1,1,0.28021
18,1,1,1,1,0.2534
18,1,1,1,1,0.28015
18,1,1,1,1,0.29357
18,1,1,1,1,0.3069
18,1,1,1,1,0.29357
18,1,1,1,1,0.64164
18,1,1,1,1,0.36052
18,1,1,1,1,0.38732
18,1,1,1,0,0.29358
18,1,1,1,1,0.33368
18,1,1,1,1,0.25344
18,1,1,1,1,0.25337
18,1,1,1,0,0.2802
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,1,NaN
18,0,2,0,0,NaN
18,0,2,0,1,NaN
19,1,1,0,0,NaN
19,1,1,1,1,0.56134
19,1,1,1,1,0.22659
19,1,1,1,0,0.62824
19,1,1,1,1,0.69504
19,1,1,1,0,0.48098
19,1,1,1,1,0.46763
19,1,1,1,1,0.42739
19,1,1,1,1,1.1905
19,1,1,1,1,0.48098
19,1,1,1,1,0.65508
19,1,1,1,1,0.46758
19,1,1,1,1,0.70857
19,1,1,1,1,0.6015
19,1,1,1,1,0.98978
19,1,1,1,0,0.66838
19,1,1,1,1,0.46759
19,1,1,1,1,0.94947
19,1,1,1,0,0.48102
19,1,1,1,1,0.70862
19,1,1,1,1,0.38731
19,1,1,1,1,0.61489
19,1,1,0,1,NaN
19,1,1,1,1,0.34771
19,1,1,1,1,0.74864
19,1,1,1,1,0.96299
19,1,1,1,1,0.60152
19,1,1,1,0,0.9094
19,1,1,1,1,0.80299
19,1,1,1,1,0.66832
19,1,1,1,0,0.81621
19,1,1,1,1,0.94959
19,1,1,1,1,1.0299
19,1,1,0,0,NaN
19,1,1,1,0,0.29342
19,1,1,1,1,0.58798
19,1,1,1,1,0.33376
19,1,1,1,1,0.94956
19,1,1,1,1,0.4944
19,1,1,1,1,1.0567
19,1,1,0,0,NaN
19,1,1,1,1,0.74874
19,1,1,1,1,0.69528
19,1,1,1,0,0.80234
19,1,1,1,1,0.49437
19,1,1,1,0,0.46759
19,1,1,0,0,NaN
19,1,1,1,1,0.32032
19,1,1,1,1,0.33366
19,1,1,1,1,0.45411
19,1,1,1,1,0.481
19,1,1,1,1,1.1505
19,1,1,1,1,0.73534
19,1,1,1,1,1.6726
19,1,1,1,1,0.34713
19,1,1,1,0,0.49427
19,1,1,1,1,0.37384
19,1,1,1,1,0.46761
19,1,1,1,1,1.0031
19,1,1,1,0,1.204
19,0,2,0,1,NaN
19,0,2,1,0,0.45418
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,1,0,0.41407
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,1,0,1.2172
19,0,2,1,0,1.4717
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,1,NaN
19,0,2,0,0,NaN
20,1,1,1,1,0.9362
20,1,1,1,1,0.76212
20,1,1,1,0,0.98969
20,1,1,1,1,0.68171
20,1,1,1,1,0.37385
20,1,1,1,0,0.41411
20,1,1,1,1,0.61493
20,1,1,1,1,0.77546
20,1,1,1,1,1.4182
20,1,1,1,1,0.54797
20,1,1,1,1,0.57469
20,1,1,1,1,0.52109
20,1,1,1,1,0.69522
20,1,1,1,1,0.86918
20,1,1,1,0,0.62817
20,1,1,1,1,0.4408
20,1,1,1,1,0.54796
20,1,1,1,1,0.70862
20,1,1,1,0,0.57471
20,1,1,1,1,0.84246
20,1,1,1,1,0.53437
20,1,1,1,1,0.45425
20,1,1,1,0,0.65502
20,1,1,1,1,0.74876
20,1,1,1,1,0.94956
20,1,1,1,1,0.61482
20,1,1,1,1,0.48102
20,1,1,1,0,0.58806
20,1,1,1,1,0.66845
20,1,1,1,1,0.41402
20,1,1,1,0,0.56136
20,1,1,1,1,0.33371
20,1,1,1,1,0.70862
20,1,1,1,1,0.76218
20,1,1,1,1,0.58814
20,1,1,1,0,0.38775
20,1,1,1,1,0.68172
20,1,1,1,1,0.26677
20,1,1,1,1,0.54797
20,1,1,1,1,0.62845
20,1,1,1,1,1.2442
20,1,1,1,1,0.34712
20,1,1,1,1,0.44082
20,1,1,1,0,0.37387
20,1,1,1,1,0.45421
20,1,1,1,0,0.64165
20,1,1,1,1,0.41405
20,1,1,1,1,0.56127
20,1,1,1,1,0.52109
20,1,1,1,1,0.53452
20,1,1,0,0,NaN
20,1,1,1,1,0.48098
20,1,1,1,1,0.49437
20,1,1,1,1,0.4274
20,1,1,1,1,0.42738
20,1,1,1,0,0.74877
20,1,1,1,1,0.46763
20,1,1,1,1,0.60147
20,1,1,1,1,0.72203
20,1,1,1,0,0.54797
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,1,NaN
20,0,2,0,0,NaN
20,0,2,0,1,NaN
21,1,1,0,0,NaN
21,1,1,1,1,1.9804
21,1,1,1,1,1.3646
21,1,1,0,1,NaN
21,1,1,0,1,NaN
21,1,1,0,0,NaN
21,1,1,1,1,1.967
21,1,1,0,0,NaN
21,1,1,0,0,NaN
21,1,1,1,1,1.0968
21,1,1,0,0,NaN
21,1,1,1,1,0.90928
21,1,1,1,1,1.4187
21,1,1,1,1,1.1372
21,1,1,1,1,1.2307
21,1,1,1,0,0.94959
21,1,1,1,1,1.1508
21,1,1,1,1,1.2575
21,1,1,1,1,0.98975
21,1,1,1,0,1.0432
21,1,1,1,1,1.1505
21,1,1,0,0,NaN
21,1,1,1,1,1.3913
21,1,1,1,0,1.5788
21,1,1,1,1,1.3378
21,1,1,1,1,1.3512
21,1,1,1,1,0.96301
21,1,1,1,0,0.94953
21,1,1,1,1,1.0433
21,1,1,1,1,1.1771
21,1,1,1,0,0.48101
21,1,1,0,0,NaN
21,1,1,1,1,0.80233
21,1,1,1,1,1.378
21,1,1,1,0,1.4316
21,1,1,1,1,0.89599
21,1,1,1,1,1.0969
21,1,1,1,1,0.72182
21,1,1,1,1,0.72195
21,1,1,1,1,1.0163
21,1,1,1,1,0.72198
21,1,1,0,0,NaN
21,1,1,1,1,0.58812
21,1,1,1,0,0.89581
21,1,1,1,1,1.0031
21,1,1,1,0,0.65487
21,1,1,1,1,1.3378
21,1,1,1,1,1.0431
21,1,1,1,1,1.8333
21,1,1,1,1,0.88267
21,1,1,1,1,1.4315
21,1,1,1,1,0.6283
21,1,1,1,1,1.2575
21,1,1,1,1,0.64164
21,1,1,1,1,0.81575
21,1,1,1,0,0.88262
21,1,1,1,1,0.90939
21,1,1,1,1,0.90935
21,1,1,1,1,1.2174
21,1,1,1,0,0.9898
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,1,1,1.4312
21,0,2,1,0,0.92277
21,0,2,1,0,1.4852
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,1,0,1.271
21,0,2,1,0,1.5519
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,1,0,1.3513
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,0,0,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,1,NaN
21,0,2,0,0,NaN
21,0,2,0,1,NaN
22,1,1,0,0,NaN
22,1,1,0,0,NaN
22,1,1,0,1,NaN
22,1,1,0,0,NaN
22,1,1,1,0,0.092739
22,1,1,1,1,0.025943
22,1,1,0,0,NaN
22,1,1,1,1,0.56112
22,1,1,1,1,0.49459
22,1,1,1,1,0.33377
22,1,1,1,1,0.38731
22,1,1,1,1,0.41395
22,1,1,1,1,0.45413
22,1,1,1,1,0.33373
22,1,1,1,0,0.44082
22,1,1,1,1,0.414
22,1,1,1,1,0.37368
22,1,1,1,1,0.49441
22,1,1,1,1,0.3739
22,1,1,1,0,0.3339
22,1,1,1,1,0.45425
22,1,1,1,1,0.41403
22,1,1,1,0,0.40064
22,1,1,1,1,0.34703
22,1,1,1,1,0.70856
22,1,1,1,1,0.42747
22,1,1,1,0,0.52115
22,1,1,1,1,0.57468
22,1,1,1,1,0.44087
22,1,1,0,0,NaN
22,1,1,0,1,NaN
22,1,1,1,1,0.60153
22,1,1,1,1,0.34708
22,1,1,1,1,0.65499
22,1,1,1,1,0.80234
22,1,1,1,0,1.2709
22,1,1,1,1,0.32044
22,1,1,0,0,NaN
22,1,1,0,0,NaN
22,1,1,1,1,0.48102
22,1,1,1,1,0.88264
22,1,1,1,1,0.32016
22,1,1,0,1,NaN
22,1,1,1,1,1.2707
22,1,1,1,1,0.76211
22,1,1,1,0,0.26681
22,1,1,1,1,0.58809
22,1,1,1,1,0.62821
22,1,1,1,1,0.37383
22,1,1,1,1,0.74872
22,1,1,1,1,0.37384
22,1,1,1,1,0.46758
22,1,1,1,1,1.137
22,1,1,1,1,0.36047
22,1,1,1,0,0.33369
22,1,1,1,1,0.32021
22,1,1,1,1,0.84248
22,1,1,1,1,0.33365
22,1,1,1,0,1.418
22,1,1,1,1,0.11953
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,1,0,1.3245
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,1,NaN
22,0,2,0,0,NaN
22,0,2,0,1,NaN
23,1,1,1,1,0.69429
23,1,1,1,1,1.311
23,1,1,1,1,0.17308
23,1,1,1,0,0.61494
23,1,1,1,1,0.33366
23,1,1,1,0,0.25334
23,1,1,1,1,0.73513
23,1,1,1,1,0.093356
23,1,1,1,1,0.81545
23,1,1,1,1,0.025754
23,1,1,1,1,0.26652
23,1,1,1,1,0.44058
23,1,1,1,1,0.37417
23,1,1,1,1,0.48108
23,1,1,1,0,0.3467
23,1,1,1,1,0.38725
23,1,1,1,1,0.36053
23,1,1,1,1,0.76208
23,1,1,1,0,0.45475
23,1,1,1,1,0.38731
23,1,1,1,1,0.33352
23,1,1,1,1,0.722
23,1,1,1,0,0.34707
23,1,1,1,1,0.32041
23,1,1,1,1,0.34714
23,1,1,1,1,0.7889
23,1,1,1,0,0.33372
23,1,1,1,1,0.29358
23,1,1,1,1,0.052587
23,1,1,1,1,0.42739
23,1,1,1,0,0.32039
23,1,1,1,1,0.33369
23,1,1,1,1,0.29338
23,1,1,1,1,0.60147
23,1,1,1,0,0.28013
23,1,1,1,1,0.33374
23,1,1,1,1,0.36049
23,1,1,1,1,0.41406
23,1,1,1,1,1.0565
23,1,1,1,1,0.29354
23,1,1,1,1,1.1102
23,1,1,1,1,0.32032
23,1,1,1,1,0.30692
23,1,1,1,0,0.29355
23,1,1,1,0,0.32031
23,1,1,1,1,1.0834
23,1,1,1,1,0.34694
23,1,1,1,1,0.34704
23,1,1,1,1,0.40067
23,1,1,1,1,0.68183
23,1,1,1,1,0.50812
23,1,1,1,1,1.4986
23,1,1,1,1,0.29358
23,1,1,1,1,0.33371
23,1,1,1,0,0.2802
23,1,1,1,1,0.30698
23,1,1,1,1,0.30694
23,1,1,1,1,0.4007
23,1,1,1,0,0.28016
23,1,1,1,1,0.33378
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,1,1,1.6056
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
23,0,2,0,0,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,1,NaN
23,0,2,0,0,NaN
24,1,1,0,0,NaN
24,1,1,1,1,0.39759
24,1,1,1,1,0.32018
24,1,1,1,0,0.28013
24,1,1,1,0,0.28013
24,1,1,1,1,0.29354
24,1,1,1,1,0.26676
24,1,1,1,1,0.48082
24,1,1,1,1,0.40066
24,1,1,1,1,0.2671
24,1,1,1,1,0.45421
24,1,1,1,1,0.34708
24,1,1,1,1,0.1998
24,1,1,1,1,0.23996
24,1,1,1,0,0.23989
24,1,1,1,1,0.22683
24,1,1,1,1,0.25328
24,1,1,1,1,0.26676
24,1,1,1,0,0.25333
24,1,1,1,1,0.25338
24,1,1,1,1,0.32031
24,1,1,1,1,0.30692
24,1,1,1,1,0.25333
24,1,1,1,0,0.28016
24,1,1,1,1,0.25334
24,1,1,1,1,0.36046
24,1,1,1,1,0.30689
24,1,1,1,0,0.2935
24,1,1,1,1,0.26676
24,1,1,1,1,0.23998
24,1,1,1,0,0.29354
24,1,1,1,1,0.36046
24,1,1,1,1,0.30692
24,1,1,1,1,0.5479
24,1,1,1,0,0.30689
24,1,1,1,1,0.25336
24,1,1,1,1,0.28008
24,1,1,1,1,0.29395
24,1,1,1,1,0.3203
24,1,1,1,1,0.26676
24,1,1,1,1,0.23998
24,1,1,1,1,0.29351
24,1,1,1,1,0.25335
24,1,1,1,0,0.26676
24,1,1,1,1,0.25334
24,1,1,1,0,0.3068
24,1,1,1,1,0.28012
24,1,1,1,1,0.32057
24,1,1,1,1,0.28004
24,1,1,1,1,0.32086
24,1,1,1,1,0.30683
24,1,1,1,1,0.44079
24,1,1,1,1,0.26682
24,1,1,1,1,0.33371
24,1,1,1,0,0.28013
24,1,1,1,1,0.28012
24,1,1,1,1,0.29353
24,1,1,1,1,0.3471
24,1,1,1,1,0.22659
24,1,1,1,0,0.33369
24,0,2,1,0,0.8157
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,1,NaN
24,0,2,0,0,NaN
25,1,1,1,1,1.7931
25,1,1,1,1,0.93617
25,1,1,0,0,NaN
25,1,1,0,1,NaN
25,1,1,0,0,NaN
25,1,1,0,1,NaN
25,1,1,0,0,NaN
